0,747
1,1126
2,1281
3,1321
4,1296
5,1313
6,1377
7,1474
8,1478
9,1323
10,1281
11,1355
12,1380
13,1401
14,1399
15,1344
16,1356
17,1386
18,1205
19,268
20,845
21,2189
22,2616
23,2342
24,2494
25,2231
26,2352
27,2473
28,2309
29,2416
30,2339
31,2486
32,2338
33,2588
34,2297
35,2510
36,1989
37,1601
38,1872
39,1840
40,2489
41,2422
42,2547
43,2393
44,2535
45,2394
46,2479
47,2164
48,2427
49,2415
50,2423
51,2419
52,2263
53,2572
54,2406
55,2553
56,2387
57,2509
58,2288
59,2401
60,2340
61,2556
62,2291
63,2262
64,2095
65,2441
66,2101
67,1441
68,1707
69,2256
70,2591
71,2256
72,2581
73,2524
74,2421
75,2478
76,1521
77,1243
78,1156
79,1048
80,1015
81,1132
82,1338
83,1598
84,1430
85,1494
86,1442
87,1655
88,2103
89,1386
90,1544
91,1332
92,1276
93,1238
94,1136
95,911
96,1124
97,1204
98,861
99,1071
100,1563
101,1400
102,1391
103,1233
104,1510
105,1688
106,1961
107,2127
108,2107
109,2249
110,1800
111,2201
112,2074
113,1395
114,1285
115,1034
116,1083
117,1228
118,1337
119,1577
120,1874
121,1994
122,2089
123,2003
124,2053
125,2116
126,1889
127,1780
128,1332
129,1248
130,1569
131,1370
132,1137
133,1036
134,1242
135,1612
136,1282
137,2051
138,1378
139,1645
140,2181
141,2261
142,2102
143,2233
144,2159
145,2238
146,2047
147,2360
148,2268
149,2023
150,2156
151,1991
152,1665
153,895
154,146
155,1124
156,2014
157,1821
158,1488
159,2052
160,1942
161,2721
162,2700
163,1992
164,2799
165,2767
166,2482
167,2810
168,2746
169,1815
170,2679
171,2235
172,1776
173,1599
174,1151
175,995
176,1340
177,1261
178,1509
179,1738
180,1593
181,1677
182,1548
183,1725
184,1346
185,1150
186,858
187,988
188,1109
189,1080
190,1438
191,1135
192,1435
193,1418
194,1701
195,1952
196,1866
197,1827
198,1683
199,2080
200,1508
201,1486
202,1211
203,1226
204,1151
205,1471
206,676
207,1921
208,2050
209,1696
210,1535
211,2040
212,2140
213,2098
214,1420
215,1636
216,1087
217,1091
218,1272
219,1040
220,960
221,1230
222,1237
223,1247
224,1264
225,1270
226,1475
227,1588
228,1623
229,1461
230,1685
231,2257
232,2099
233,2213
234,2090
235,2238
236,2119
237,2180
238,2380
239,2295
240,2392
241,2474
242,2023
243,1336
244,1309
245,1070
246,1165
247,949
248,829
249,1083
250,1028
251,1346
252,2134
253,1791
254,1334
255,1374
256,1445
257,1167
258,1191
259,1485
260,1503
261,1376
262,1383
263,959
264,1380
265,1476
266,1339
267,1318
268,1241
269,1534
270,1380
271,1340
272,1372
273,1422
274,1732
275,1818
276,1247
277,1207
278,1201
279,1498
280,1380
281,1408
282,1553
283,1143
284,1129
285,1463
286,1459
287,1344
288,1579
289,1209
290,1305
291,1381
292,1412
293,1392
294,1612
295,1801
296,1676
297,1369
298,1072
299,569
300,355
301,709
302,326
303,829
304,590
305,1131
306,1293
307,1141
308,1031
309,1056
310,515
311,830
312,1291
313,1467
314,1375
315,1315
316,1304
317,1405
318,1113
319,1537
320,1336
321,1469
322,1446
323,1519
324,1517
325,2262
326,2205
327,2305
328,2045
329,2457
330,2001
331,1834
332,1839
333,1437
334,1168
335,1152
336,867
337,959
338,1050
339,1238
340,1368
341,1403
342,1338
343,1317
344,1502
345,1729
346,1861
347,1231
348,1445
349,1608
350,1536
351,1709
352,1191
353,1241
354,1257
355,1377
356,1645
357,1433
358,1195
359,1364
360,1350
361,1322
362,1443
363,1403
364,1386
365,1305
366,907
367,1024
368,888
369,1163
370,1406
371,1323
372,1447
373,1505
374,1064
375,1383
376,1417
377,1044
378,1173
379,1327
380,1521
381,1614
382,1550
383,1450
384,1818
385,1999
386,1909
387,1823
388,1585
389,1629
390,2013
391,1870
392,1960
393,2141
394,1986
395,2479
396,2217
397,1846
398,1010
399,1602
400,2142
401,2182
402,1866
403,1715
404,1608
405,1543
406,1446
407,1457
408,1310
409,1216
410,1253
411,1207
412,1422
413,1593
414,1827
415,1805
416,1972
417,1824
418,1384
419,1349
420,1160
421,1323
422,1272
423,1532
424,1590
425,1171
426,1324
427,1329
428,1305
429,1373
430,1727
431,2047
432,1910
433,2250
434,2385
435,2445
436,2517
437,2177
438,2536
439,2523
440,2354
441,2659
442,2262
443,2871
444,2682
445,2471
446,2085
447,2727
448,2759
449,2324
450,2786
451,2801
452,2600
453,2658
454,2350
455,2592
456,2010
457,1594
458,1291
459,1540
460,1976
461,1809
462,1433
463,1152
464,1061
465,1064
466,1176
467,1406
468,1322
469,1549
470,1414
471,1376
472,1408
473,1377
474,2180
475,2027
476,2158
477,1676
478,1693
479,1695
480,1731
481,2277
482,1558
483,1507
484,1626
485,1122
486,1103
487,1067
488,1095
489,864
490,1143
491,1358
492,1229
493,1401
494,1286
495,1349
496,1262
497,1427
498,1481
499,1457
500,1110
501,1448
502,1342
503,1733
504,1851
505,1788
506,1885
507,1891
508,1697
509,1555
510,1918
511,2050
512,1949
513,1825
514,1620
515,1539
516,1156
517,1035
518,1205
519,1170
520,1453
521,1331
522,1269
523,1228
524,1257
525,1873
526,1489
527,1429
528,1901
529,1757
530,1871
531,1460
532,2315
533,1873
534,1883
535,1936
536,1655
537,1562
538,1193
539,1587
540,1399
541,1468
542,1238
543,1055
544,1246
545,1209
546,1304
547,1157
548,1363
549,1684
550,1430
551,1641
552,1931
553,2010
554,1876
555,2195
556,2262
557,2258
558,2232
559,1993
560,2324
561,1941
562,1264
563,1331
564,1194
565,1139
566,1587
567,1421
568,1390
569,1477
570,1271
571,1413
572,1628
573,1751
574,1726
575,1649
576,1931
577,1830
578,1526
579,1854
580,2036
581,1961
582,2151
583,2320
584,2467
585,1830
586,1745
587,2086
588,2073
589,2079
590,2235
591,1783
592,1491
593,1402
594,1095
595,1237
596,1145
597,1358
598,1087
599,1484
600,1498
601,1668
602,2097
603,2014
604,2034
605,1950
606,1592
607,1321
608,1363
609,1171
610,1669
611,1656
612,1757
613,1851
614,1762
615,1835
616,1808
617,1893
618,1507
619,1662
620,1469
621,1542
622,1419
623,1193
624,1178
625,1461
626,1673
627,1656
628,1751
629,1291
630,1472
631,1754
632,1792
633,1420
634,1412
635,1450
636,1133
637,1233
638,1333
639,1700
640,1664
641,1749
642,1690
643,1756
644,2439
645,2524
646,2521
647,2583
648,2124
649,2712
650,2641
651,2555
652,2496
653,1754
654,1587
655,1438
656,1371
657,1088
658,1250
659,1122
660,1222
661,1059
662,1414
663,1428
664,1671
665,1629
666,1647
667,1534
668,1692
669,1895
670,2019
671,1892
672,1323
673,1416
674,1648
675,1643
676,1099
677,1611
678,1325
679,1267
680,1529
681,1245
682,1264
683,1366
684,1183
685,1492
686,1526
687,1636
688,1357
689,1620
690,1761
691,1542
692,1528
693,1725
694,1586
695,1600
696,1115
697,1072
698,1249
699,1215
700,1363
701,1263
702,1627
703,1723
704,1687
705,1300
706,1262
707,1999
708,1959
709,1850
710,1909
711,1850
712,1677
713,2361
714,2253
715,2283
716,2380
717,2083
718,2383
719,2346
720,2383
721,1914
722,2616
723,2509
724,2388
725,2259
726,2344
