0,689
1,1109
2,1129
3,1233
4,1150
5,1133
6,1155
7,1181
8,1086
9,1184
10,1143
11,1124
12,1082
13,1225
14,1190
15,1209
16,1193
17,1095
18,1190
19,1224
20,1184
21,878
22,214
23,363
24,2353
25,2279
26,2306
27,2205
28,2253
29,2528
30,2401
31,2603
32,2417
33,2364
34,2595
35,2256
36,1018
37,1041
38,1410
39,1273
40,1621
41,1708
42,2117
43,2011
44,2135
45,2043
46,2394
47,2246
48,2378
49,2409
50,2444
51,2372
52,2313
53,2208
54,2316
55,2460
56,2362
57,2477
58,2384
59,2524
60,2151
61,2347
62,2483
63,2332
64,2571
65,2330
66,2368
67,1417
68,2352
69,2314
70,2542
71,2374
72,2369
73,2370
74,2326
75,2484
76,2276
77,2508
78,2421
79,2316
80,2472
81,2367
82,2509
83,2321
84,2525
85,2407
86,2316
87,2541
88,2322
89,2538
90,2428
91,2505
92,2388
93,2372
94,1678
95,1634
96,1821
97,1698
98,1863
99,2183
100,2094
101,2402
102,2327
103,2376
104,2210
105,2383
106,2246
107,2265
108,2215
109,2368
110,2225
111,2220
112,2346
113,1566
114,1288
115,1406
116,1254
117,1225
118,1324
119,1006
120,1132
121,1358
122,1644
123,1642
124,1805
125,1911
126,1835
127,1628
128,1636
129,2076
130,1863
131,1717
132,2131
133,1956
134,2162
135,2189
136,2018
137,2213
138,2004
139,1411
140,1399
141,1541
142,1665
143,1660
144,1371
145,972
146,189
147,217
148,1761
149,2192
150,2756
151,2418
152,2671
153,2756
154,2467
155,2821
156,2524
157,1804
158,2760
159,2701
160,2380
161,2720
162,2579
163,2201
164,2656
165,2750
166,2421
167,2849
168,2906
169,2308
170,2865
171,2865
172,2488
173,2838
174,2553
175,2766
176,2854
177,2587
178,2660
179,2859
180,1303
181,1565
182,1556
183,1013
184,1580
185,1281
186,1391
187,1308
188,1644
189,2061
190,1820
191,2310
192,2218
193,2232
194,2175
195,2420
196,2469
197,2208
198,2698
199,2787
200,2335
201,2687
202,2601
203,2438
204,2691
205,2624
206,2448
207,2819
208,2600
209,2530
210,2640
211,2746
212,2471
213,2862
214,2852
215,2437
216,2556
217,2238
218,2317
219,2790
220,2811
221,2428
222,2774
223,2889
224,2521
225,2837
226,2827
227,2456
228,2859
229,2804
230,2499
231,2816
232,2782
233,2495
234,2731
235,2604
236,2603
237,2853
238,2352
239,2014
240,1460
241,1396
242,1114
243,1319
244,1210
245,1368
246,1340
247,1444
248,1581
249,1471
250,1717
251,1652
252,1793
253,1855
254,1859
255,2214
256,2137
257,2225
258,2221
259,2525
260,2220
261,2695
262,2587
263,2255
264,2751
265,2672
266,2384
267,1858
268,2736
269,2765
270,2321
271,2842
272,2787
273,2390
274,2782
275,2748
276,2083
277,2438
278,2828
279,2425
