0,173
1,237
2,457
3,572
4,686
5,586
6,559
7,592
8,579
9,573
10,550
11,552
12,657
13,689
14,666
15,692
16,675
17,708
18,690
19,724
20,355
21,756
22,1817
23,1939
24,1900
25,1947
26,2023
27,1928
28,2019
29,1773
30,1913
31,2036
32,1908
33,1384
34,1618
35,1613
36,2108
37,1609
38,2187
39,2107
40,1954
41,2121
42,1767
43,2005
44,1886
45,2120
46,1969
47,2062
48,2217
49,2067
50,2176
51,2111
52,2110
53,1980
54,2176
55,2057
56,2154
57,2140
58,2042
59,2026
60,2074
61,2036
62,2072
63,1446
64,1703
65,1960
66,2045
67,2070
68,2088
69,2263
70,2008
71,2206
72,2037
73,2126
74,2072
75,2204
76,2060
77,2175
78,2182
79,2035
80,2215
81,2081
82,2137
83,1927
84,1059
85,452
86,2457
87,2386
88,2588
89,2448
90,2616
91,2378
92,2339
93,1468
94,1340
95,1879
96,2457
97,2556
98,2437
99,2592
100,2417
101,2573
102,2299
103,2373
104,2301
105,2565
106,2102
107,2599
108,2347
109,2570
110,2434
111,2659
112,2454
113,2555
114,2418
115,2540
116,2312
117,2455
118,2041
119,2630
120,2404
121,2537
122,2148
123,978
124,1620
125,2225
126,2630
127,2458
128,2556
129,2433
130,2409
131,2528
132,2445
133,2397
134,2582
135,2382
136,2471
137,2084
138,2560
139,2489
140,2413
141,2602
142,2503
143,2658
144,2454
145,2524
146,2632
147,2477
148,2604
149,2388
150,2675
151,2363
152,2166
153,1592
154,1632
155,2422
156,2508
157,2369
158,2577
159,2378
160,2510
161,2381
162,2566
163,2370
164,2567
165,2585
166,2368
167,2499
168,2406
169,2469
170,2434
171,2685
172,2392
173,2565
174,2627
175,2414
176,2610
177,2510
178,2737
179,2370
180,2536
181,2338
182,2459
183,1405
184,1772
185,2587
186,2373
187,2605
188,2405
189,2613
190,2427
191,2602
192,2514
193,2384
194,2563
195,2437
196,2575
197,2385
198,2560
199,2429
200,2612
201,2504
202,2638
203,2372
204,2549
205,2347
206,2608
207,2587
208,2502
209,2433
210,2324
211,2643
212,2158
213,1041
214,1905
215,1848
216,2413
217,2541
218,2282
219,2445
220,2358
221,2504
222,2408
223,2490
224,2401
225,2533
226,2318
227,2517
228,2300
229,2639
230,2401
231,2649
232,2350
233,2735
234,2633
235,2427
236,2611
237,2428
238,2518
239,2374
240,2528
241,2229
242,2168
243,1171
244,1278
245,2023
246,2387
247,2284
248,2433
249,2330
250,2460
251,2332
252,2497
253,2507
254,2327
255,2562
256,2528
257,2333
258,2298
259,2622
260,2416
261,2550
262,2364
263,2559
264,2418
265,2509
266,2403
267,2554
268,2411
269,2559
270,2573
271,2294
272,2448
273,1280
274,2366
275,2451
276,2487
277,2573
278,2342
279,2546
280,2354
281,2331
282,2306
283,2551
284,2370
285,2499
286,2349
287,2504
288,2438
289,2167
290,2611
291,2374
292,2540
293,2409
294,2652
295,2427
296,2584
297,2396
298,2634
299,2453
300,2623
301,2302
302,2334
303,1291
304,2146
305,2604
306,2649
307,2455
308,2557
309,2383
310,2618
311,2428
312,2470
313,2424
314,2518
315,2387
316,2529
317,2365
318,2614
319,2388
320,2636
321,2564
322,2532
323,2509
324,2460
325,2667
326,2430
327,2546
328,2393
329,2540
330,2425
331,2623
332,2179
333,2479
334,2415
335,2604
336,2478
337,2682
338,2496
339,2609
340,2634
341,2400
342,2508
343,2317
344,2544
345,2336
346,2405
347,2178
348,2250
349,1934
350,990
351,90
352,36
353,979
354,1625
355,1627
356,1596
357,1542
358,1590
359,1612
360,1601
361,1680
362,1855
363,1571
364,1600
365,1610
366,1473
367,1623
368,1608
369,1615
370,1593
371,1623
372,1524
373,1577
374,1630
375,1635
376,1570
377,1565
378,1605
379,1627
380,1592
381,1652
382,1517
383,1590
384,1698
385,1652
386,1549
387,1581
388,1573
389,1635
390,1648
391,1410
392,156
